fields,supports,top100,top200,diff
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2017 <= 7050.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND acaCol2016 > 5.40,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND pub2017 > 3790.00,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND cit2018 <= 43571.50 AND intCol2016 <= 45.25,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
authors2018 <= 6722.50 AND pubTJP2017 > 47.15 AND pub2016 > 3821.50,"['0.07', '0.00']",0.07,0.0,0.07
pubTJP2017 > 47.65 AND authors2017 <= 3881.50 AND fwCitImp2017 <= 2.26,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
pubTJP2017 > 47.65 AND authors2016 <= 3815.00 AND fwCitImp2017 <= 2.26,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND intCol2017 <= 33.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND authors2016 <= 9424.00,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2018 <= 8184.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
h5Index > 172.50 AND cit2016 > 115133.00 AND intCol2016 <= 35.55,"['0.07', '0.02']",0.07,0.02,0.05
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2018 <= 43571.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2018 <= 6722.50 AND pubPA2018 > 1.26 AND pub2018 <= 4764.00,"['0.07', '0.07']",0.07,0.07,0.0
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND intCol2018 <= 34.95,"['0.07', '0.00']",0.07,0.0,0.07
citPP2017 <= 10.15 AND pub2016 <= 7543.00 AND pubPA2017 > 1.33,"['0.07', '0.02']",0.07,0.02,0.05
cit2018 <= 35720.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND citPP2016 <= 16.25,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND pubTCP2018 <= 20.45 AND h5Index > 184.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 <= 89417.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 <= 6535.50 AND intCol2018 > 67.70 AND fwCitImp2017 <= 2.18,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 <= 7940.00 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND pubTCP2018 <= 20.45 AND h5Index > 184.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 <= 8184.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND intCol2018 <= 34.80,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND acaCol2018 <= 5.15 AND cit2018 <= 43791.50,"['0.07', '0.07']",0.07,0.07,0.0
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND fwCitImp2017 <= 2.18,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND cit2018 <= 43571.50 AND acaCol2018 <= 5.25,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2018 > 8184.50 AND citPA2016 <= 15.50 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2018 <= 6722.50 AND pubPA2017 > 1.33 AND citPA2018 <= 6.17,"['0.07', '0.00']",0.07,0.0,0.07
cit2018 <= 35720.00 AND pub2018 <= 4798.00 AND pub2017 <= 2237.50,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
cit2016 <= 107650.00 AND citPP2017 > 10.25 AND citPP2016 > 17.10,"['0.03', '0.07']",0.03,0.07,-0.04000000000000001
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
pubTJP2018 <= 38.70 AND pub2016 > 6225.50 AND intCol2018 > 38.45,"['0.03', '0.07']",0.03,0.07,-0.04000000000000001
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND pubTCP2017 <= 26.60,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pub2018 <= 4764.00,"['0.07', '0.07']",0.07,0.07,0.0
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2017 > 7050.50 AND cit2018 <= 43571.50 AND citPA2017 > 10.85,"['0.07', '0.00']",0.07,0.0,0.07
cit2018 <= 35720.00 AND intCol2018 > 67.70 AND fwCitImp2017 <= 2.18,"['0.07', '0.00']",0.07,0.0,0.07
h5Index > 172.50 AND intCol2017 <= 36.70 AND pub2018 > 7666.00,"['0.07', '0.02']",0.07,0.02,0.05
pubTJP2017 > 47.65 AND authors2016 <= 3815.00 AND fwCitImp2017 <= 2.26,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 <= 89417.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
citPA2017 <= 10.10 AND pub2016 > 7543.00 AND acaCol2016 > 5.25,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 <= 6535.50 AND intCol2018 > 67.70 AND fwCitImp2017 <= 2.18,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 <= 6535.50 AND intCol2018 > 67.70 AND citPP2016 <= 16.25,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND pubTCP2018 <= 25.05,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2016 <= 15.50 AND intCol2016 <= 32.65,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND pubTCP2017 <= 26.60,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND acaCol2016 > 5.25,"['0.07', '0.00']",0.07,0.0,0.07
pubTJP2018 <= 38.70 AND pub2016 > 6225.50 AND acaCol2016 <= 5.15,"['0.07', '0.07']",0.07,0.07,0.0
pubTJP2018 > 38.70 AND cit2016 > 117378.00 AND citPA2017 <= 9.69,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
pub2016 <= 7543.00 AND pubTJP2017 > 43.95 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND intCol2018 <= 34.80,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 > 75794.50 AND h5Index <= 184.50 AND authors2018 > 9313.00,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
cit2016 <= 107650.00 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 > 107650.00 AND intCol2016 <= 37.45 AND cit2018 <= 43571.50,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pub2018 <= 4764.00,"['0.07', '0.07']",0.07,0.07,0.0
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 > 6535.50 AND cit2016 <= 107115.50 AND h5Index <= 152.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pub2018 <= 4764.00,"['0.07', '0.07']",0.07,0.07,0.0
authors2016 > 6535.50 AND cit2017 <= 89417.50 AND pubPA2018 > 1.11,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND fwCitImp2016 <= 2.07,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2016 <= 15.50 AND intCol2018 <= 34.80,"['0.07', '0.00']",0.07,0.0,0.07
authors2018 <= 6722.50 AND pubTJP2017 > 47.15 AND pub2017 > 3790.00,"['0.07', '0.00']",0.07,0.0,0.07
pubTJP2017 > 47.65 AND authors2016 <= 3815.00 AND fwCitImp2017 <= 2.26,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
pub2016 <= 7543.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND acaCol2017 > 5.40,"['0.07', '0.00']",0.07,0.0,0.07
h5Index > 172.50 AND cit2017 > 76797.50 AND intCol2018 <= 37.50,"['0.07', '0.02']",0.07,0.02,0.05
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND fwCitImp2017 <= 2.18,"['0.07', '0.00']",0.07,0.0,0.07
fwCitImp2017 <= 2.05 AND pub2017 > 7647.00 AND intCol2018 <= 35.60,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND fwCitImp2016 <= 1.94 AND intCol2017 <= 34.65,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND acaCol2017 > 5.45,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND acaCol2016 > 5.25,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND fwCitImp2016 <= 2.07,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND intCol2018 <= 34.95,"['0.07', '0.00']",0.07,0.0,0.07
cit2018 <= 35720.00 AND pubTJP2017 <= 43.95 AND pubPA2017 > 1.27,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
fwCitImp2017 > 2.05 AND authors2016 <= 7076.00 AND pubPA2018 <= 1.10,"['0.02', '0.07']",0.02,0.07,-0.05
cit2017 <= 75794.50 AND citPA2017 <= 12.36 AND pubTJP2017 > 47.15,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
authors2017 <= 7050.50 AND fwCitImp2017 > 2.05 AND cit2017 > 59761.50,"['0.03', '0.07']",0.03,0.07,-0.04000000000000001
cit2016 <= 107650.00 AND pubPA2018 > 1.26 AND pub2018 <= 4764.00,"['0.07', '0.07']",0.07,0.07,0.0
cit2017 <= 75794.50 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2016 <= 15.50 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2017 > 43.95 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
cit2018 <= 35720.00 AND h5Index > 91.50 AND intCol2016 > 66.15,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
cit2018 <= 35720.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
authors2017 > 7050.50 AND citPA2017 <= 9.69 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND cit2018 <= 43571.50 AND citPA2016 > 15.84,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pub2018 <= 4798.00 AND pubPA2018 > 1.32,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
pub2017 > 7940.00 AND intCol2017 <= 39.30 AND cit2017 <= 89417.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pubTJP2018 > 38.70 AND cit2016 > 117378.00 AND intCol2018 <= 37.50,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
pubTJP2018 <= 38.70 AND pub2018 > 7392.50 AND citPA2017 <= 8.86,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
pubTJP2018 > 38.70 AND cit2017 <= 76606.00 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 > 6535.50 AND cit2018 <= 43571.50 AND intCol2016 <= 32.95,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND pubTCP2018 <= 25.05,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND pub2017 > 3790.00,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubPA2016 > 1.29 AND acaCol2016 <= 5.05,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND pubTCP2017 <= 26.60,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
authors2016 > 6535.50 AND h5Index <= 184.50 AND pubPA2017 > 1.11,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 > 75794.50 AND h5Index <= 184.50 AND authors2018 > 9313.00,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
cit2017 > 75794.50 AND cit2018 <= 43571.50 AND intCol2016 > 54.25,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND acaCol2017 > 5.75,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND cit2018 <= 43571.50 AND acaCol2018 <= 5.25,"['0.07', '0.07']",0.07,0.07,0.0
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND intCol2018 <= 35.60,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 <= 8184.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2018 > 42.85 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND citPP2016 <= 16.25,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND pub2016 > 3821.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
h5Index <= 172.50 AND pub2016 <= 4458.00 AND pubPA2017 > 1.33,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
h5Index <= 172.50 AND pub2016 > 4458.00 AND pubTJP2017 > 47.65,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 <= 89417.50,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND intCol2017 <= 33.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 > 6535.50 AND cit2018 <= 43571.50 AND intCol2018 <= 34.40,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 > 107650.00 AND intCol2016 <= 37.45 AND cit2017 <= 89417.50,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
pubTJP2018 <= 38.70 AND pub2017 > 6219.50 AND cit2016 <= 105230.00,"['0.04', '0.07']",0.04,0.07,-0.030000000000000006
pubTJP2018 > 38.70 AND pub2017 > 7940.00 AND citPA2017 <= 9.68,"['0.07', '0.03']",0.07,0.03,0.04000000000000001
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND pubTCP2016 <= 25.75,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND citPP2018 <= 4.90,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 <= 7543.00 AND pub2018 <= 4798.00 AND pub2017 <= 2237.50,"['0.07', '0.05']",0.07,0.05,0.020000000000000004
pub2016 > 7543.00 AND cit2018 <= 43571.50 AND acaCol2018 <= 5.25,"['0.07', '0.07']",0.07,0.07,0.0
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND citPP2016 <= 16.25,"['0.07', '0.00']",0.07,0.0,0.07
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND authors2016 <= 9424.00,"['0.07', '0.06']",0.07,0.06,0.010000000000000009
pub2017 > 7940.00 AND citPA2016 <= 15.50 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND pubTCP2018 <= 25.05,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubTCP2016 > 22.25,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pub2016 <= 7543.00 AND acaCol2018 > 6.75 AND h5Index > 143.00,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pub2017 > 3859.00 AND pubTJP2017 > 47.15,"['0.07', '0.00']",0.07,0.0,0.07
cit2018 <= 35720.00 AND pubPA2017 > 1.33 AND citPA2018 <= 6.17,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND pub2016 > 3821.50,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 <= 6535.50 AND pubTJP2018 > 43.25 AND intCol2016 > 66.15,"['0.07', '0.00']",0.07,0.0,0.07
authors2016 > 6535.50 AND acaCol2016 <= 4.75 AND citPA2016 > 15.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND citPA2017 > 9.83 AND intCol2016 > 66.15,"['0.07', '0.01']",0.07,0.01,0.060000000000000005
pub2017 <= 7940.00 AND pubTJP2017 <= 43.95 AND pubPA2016 > 1.29,"['0.07', '0.02']",0.07,0.02,0.05
pubTCP2017 > 24.65 AND authors2018 <= 7617.00 AND authors2018 > 2650.00,"['0.05', '0.07']",0.05,0.07,-0.020000000000000004
pub2016 > 7543.00 AND citPA2017 <= 9.68 AND cit2018 > 43571.50,"['0.07', '0.00']",0.07,0.0,0.07
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND intCol2017 <= 33.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND citPP2018 <= 4.90,"['0.07', '0.00']",0.07,0.0,0.07
pub2017 <= 7940.00 AND pub2016 <= 3802.50 AND pubTJP2018 > 46.20,"['0.07', '0.04']",0.07,0.04,0.030000000000000006
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND intCol2017 <= 33.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND pub2016 > 3821.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND pubPA2017 > 1.08,"['0.07', '0.00']",0.07,0.0,0.07
intCol2016 <= 37.45 AND cit2016 > 143080.00,"['0.07', '0.00']",0.07,0.0,0.07
fwCitImp2017 <= 2.01 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
intCol2017 <= 38.60 AND cit2016 > 143080.00,"['0.07', '0.00']",0.07,0.0,0.07
intCol2016 <= 37.45 AND cit2016 > 143080.00,"['0.07', '0.00']",0.07,0.0,0.07
fwCitImp2017 <= 2.01 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
intCol2018 <= 39.75 AND cit2016 > 143080.00,"['0.07', '0.00']",0.07,0.0,0.07
fwCitImp2017 <= 2.01 AND cit2017 > 89417.50,"['0.07', '0.00']",0.07,0.0,0.07
cit2016 <= 107650.00 AND acaCol2018 > 6.75 AND cit2017 > 42975.00,"['0.08', '0.00']",0.08,0.0,0.08
h5Index <= 172.50 AND cit2016 <= 107115.50 AND intCol2016 > 66.15,"['0.08', '0.01']",0.08,0.01,0.07
authors2017 > 7050.50 AND cit2018 <= 43571.50 AND pubPA2018 > 1.07,"['0.08', '0.00']",0.08,0.0,0.08
pub2016 <= 7543.00 AND citPP2017 <= 10.15 AND pubPA2016 > 1.29,"['0.08', '0.02']",0.08,0.02,0.06
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND fwCitImp2018 <= 1.97,"['0.08', '0.00']",0.08,0.0,0.08
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND cit2018 <= 43571.50,"['0.08', '0.06']",0.08,0.06,0.020000000000000004
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND cit2018 > 43571.50,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2017 <= 18.97,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 > 107650.00 AND cit2017 <= 89417.50 AND intCol2017 <= 44.90,"['0.08', '0.05']",0.08,0.05,0.03
cit2016 <= 107650.00 AND pubTJP2018 <= 42.85 AND pubPA2018 > 1.26,"['0.08', '0.04']",0.08,0.04,0.04
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND pub2018 > 3799.50,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2017 <= 12.45,"['0.08', '0.00']",0.08,0.0,0.08
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND intCol2018 > 34.80,"['0.08', '0.06']",0.08,0.06,0.020000000000000004
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND cit2016 <= 78123.50,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2017 <= 18.97,"['0.08', '0.00']",0.08,0.0,0.08
cit2018 <= 35720.00 AND pubTJP2018 <= 42.85 AND pubPA2018 > 1.26,"['0.08', '0.04']",0.08,0.04,0.04
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND cit2018 <= 43571.50,"['0.08', '0.06']",0.08,0.06,0.020000000000000004
pub2017 > 7940.00 AND citPA2018 <= 4.62 AND cit2018 > 43571.50,"['0.08', '0.00']",0.08,0.0,0.08
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND acaCol2018 > 5.30,"['0.08', '0.00']",0.08,0.0,0.08
pub2016 > 7543.00 AND acaCol2018 <= 5.15 AND cit2017 <= 90284.00,"['0.08', '0.07']",0.08,0.07,0.009999999999999995
cit2016 <= 107650.00 AND acaCol2018 > 6.75 AND citPA2017 > 11.48,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND cit2018 <= 43571.50,"['0.08', '0.05']",0.08,0.05,0.03
authors2018 <= 6722.50 AND pubPA2018 > 1.26 AND fwCitImp2016 <= 2.12,"['0.08', '0.07']",0.08,0.07,0.009999999999999995
authors2018 <= 6722.50 AND pubTJP2018 <= 42.85 AND pubPA2018 > 1.26,"['0.08', '0.04']",0.08,0.04,0.04
cit2016 <= 107650.00 AND acaCol2018 > 6.75 AND citPA2017 > 11.48,"['0.08', '0.00']",0.08,0.0,0.08
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND fwCitImp2018 <= 2.04,"['0.08', '0.00']",0.08,0.0,0.08
pub2016 <= 7543.00 AND citPP2017 <= 10.15 AND pubPA2016 > 1.29,"['0.08', '0.02']",0.08,0.02,0.06
pub2016 <= 7543.00 AND citPP2017 > 10.15 AND pubTJP2018 <= 43.65,"['0.04', '0.08']",0.04,0.08,-0.04
authors2017 > 7050.50 AND cit2017 <= 89417.50 AND citPA2017 > 10.76,"['0.08', '0.00']",0.08,0.0,0.08
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPP2017 <= 12.45,"['0.08', '0.00']",0.08,0.0,0.08
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND cit2016 > 143080.00,"['0.08', '0.00']",0.08,0.0,0.08
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPP2018 <= 6.15,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2018 <= 9.22,"['0.08', '0.00']",0.08,0.0,0.08
pub2016 > 7543.00 AND cit2017 <= 89417.50 AND acaCol2018 <= 5.25,"['0.08', '0.07']",0.08,0.07,0.009999999999999995
pubTJP2018 <= 38.70 AND pub2018 > 7392.50 AND pub2016 > 8458.00,"['0.08', '0.01']",0.08,0.01,0.07
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPP2017 <= 12.45,"['0.08', '0.00']",0.08,0.0,0.08
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND citPP2017 <= 12.45,"['0.08', '0.00']",0.08,0.0,0.08
authors2018 <= 6722.50 AND pubTJP2017 > 47.15 AND fwCitImp2018 <= 1.97,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 <= 107650.00 AND intCol2016 <= 66.15 AND pubPA2017 > 1.33,"['0.08', '0.03']",0.08,0.03,0.05
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND pubPA2016 <= 1.71,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 > 107650.00 AND intCol2018 <= 39.75 AND cit2017 <= 89417.50,"['0.08', '0.05']",0.08,0.05,0.03
pub2016 > 7543.00 AND cit2018 <= 43571.50 AND pubPA2016 > 1.08,"['0.08', '0.00']",0.08,0.0,0.08
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND cit2018 <= 43571.50,"['0.08', '0.05']",0.08,0.05,0.03
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubPA2016 <= 1.71,"['0.08', '0.00']",0.08,0.0,0.08
authors2017 <= 7050.50 AND pubTJP2017 > 47.15 AND pub2017 > 3790.00,"['0.08', '0.00']",0.08,0.0,0.08
cit2017 <= 75794.50 AND pub2018 <= 4798.00 AND authors2018 <= 2238.50,"['0.08', '0.07']",0.08,0.07,0.009999999999999995
pub2017 <= 7940.00 AND acaCol2018 > 6.75 AND h5Index > 143.00,"['0.08', '0.00']",0.08,0.0,0.08
pub2017 > 7940.00 AND pubTCP2018 <= 20.45 AND cit2017 > 89417.50,"['0.08', '0.00']",0.08,0.0,0.08
cit2018 <= 35720.00 AND pubTJP2018 <= 42.85 AND pubPA2018 > 1.26,"['0.08', '0.04']",0.08,0.04,0.04
cit2018 <= 35720.00 AND pubTJP2018 > 42.85 AND citPA2016 <= 15.36,"['0.08', '0.00']",0.08,0.0,0.08
