fields,supports,top100,top200,diff
cit2016 > 107650.00 AND citPA2018 <= 5.33 AND pubTCP2017 <= 13.90,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND cit2016 > 115133.00 AND citPP2017 <= 8.75,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
citPP2017 <= 10.15 AND cit2017 > 73047.50 AND authors2016 <= 6946.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2016 <= 17.89 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 > 6535.50 AND cit2016 > 107115.50 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND pub2018 <= 7036.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPP2018 > 6.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 <= 7543.00 AND intCol2017 > 68.15 AND citPA2016 > 26.75,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND authors2016 <= 6946.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND acaCol2017 <= 5.75 AND pubTCP2016 <= 14.25,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 <= 38.70 AND cit2016 > 105230.00 AND citPA2017 <= 4.43,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2018 <= 5.33 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND pubPA2016 > 1.56,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pubPA2018 > 0.99 AND citPP2017 <= 8.75,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2016 <= 37.45 AND acaCol2017 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
fwCitImp2017 <= 2.05 AND cit2016 > 107115.50 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND authors2017 <= 1687.50,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND intCol2017 > 78.45,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND authors2016 <= 6347.50 AND fwCitImp2018 <= 2.17,"['0.01', '0.00']",0.01,0.0,0.01
h5Index <= 172.50 AND cit2016 > 107115.50 AND fwCitImp2017 <= 1.24,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND cit2016 > 115133.00 AND citPP2018 <= 4.25,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND h5Index > 153.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND pubTCP2017 <= 13.90,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubTCP2018 > 27.70,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 > 7050.50 AND cit2016 > 107115.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 <= 38.70 AND authors2018 <= 6506.00 AND citPP2017 <= 3.50,"['0.01', '0.00']",0.01,0.0,0.01
authors2017 <= 7050.50 AND intCol2017 > 68.15 AND intCol2016 > 78.00,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2017 <= 47.65 AND cit2018 > 35720.00 AND fwCitImp2018 <= 1.14,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2017 <= 11.01 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubTCP2018 > 27.70,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND pub2017 <= 7014.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND pubTCP2017 > 28.95,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND fwCitImp2018 <= 2.00 AND citPA2017 <= 4.43,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND h5Index <= 91.50 AND fwCitImp2018 <= 0.58,"['0.01', '0.00']",0.01,0.0,0.01
pub2016 <= 7543.00 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND pubTJP2017 > 47.15 AND pubPA2018 > 1.62,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 > 35720.00 AND citPA2018 <= 5.33 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPP2017 <= 10.15 AND pubTCP2017 <= 13.90,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
citPP2017 <= 10.15 AND cit2018 > 35720.00 AND fwCitImp2018 <= 1.14,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 > 38.70 AND h5Index > 184.50 AND intCol2018 <= 33.00,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND intCol2016 > 66.15 AND pubTCP2017 > 28.95,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 > 35720.00 AND fwCitImp2017 > 2.01 AND pub2016 <= 6421.50,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND cit2016 > 115133.00 AND citPP2018 <= 4.25,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND fwCitImp2018 <= 1.14,"['0.00', '0.01']",0.0,0.01,-0.01
fwCitImp2017 <= 2.05 AND cit2016 > 107115.50 AND fwCitImp2016 > 2.24,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND h5Index <= 184.50 AND pub2016 > 14265.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND cit2016 <= 143080.00 AND citPP2018 <= 3.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2016 <= 17.89 AND citPA2017 <= 4.43,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index <= 172.50 AND cit2016 > 107115.50 AND fwCitImp2017 <= 1.24,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index <= 172.50 AND cit2016 > 107115.50 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2016 > 26.75,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index <= 172.50 AND cit2017 > 73047.50 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND pubPA2017 > 1.63,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2017 <= 10.76 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND acaCol2017 <= 5.75 AND pubTCP2017 <= 14.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND h5Index <= 184.50 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND pubTCP2017 > 28.95,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPA2016 > 26.75,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPP2018 > 6.15,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND intCol2017 > 78.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND pubTJP2017 > 47.15 AND authors2017 <= 1687.50,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 > 7543.00 AND citPA2016 <= 15.50 AND h5Index <= 136.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND h5Index > 153.00,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND pubTJP2016 <= 38.70,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND fwCitImp2018 > 2.11,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND cit2018 > 27484.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND fwCitImp2017 <= 2.01 AND citPP2018 <= 2.90,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND citPP2018 <= 2.90,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND pubTCP2018 > 27.70,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND pubPA2017 > 1.63,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPP2017 <= 10.15 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2017 > 68.15 AND pubTCP2017 > 28.95,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND fwCitImp2018 > 2.11,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND citPP2018 > 6.15,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 <= 38.70 AND cit2016 > 105230.00 AND citPP2016 <= 9.55,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index <= 172.50 AND cit2017 > 73047.50 AND citPA2016 <= 6.63,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND h5Index > 153.00,"['0.00', '0.01']",0.0,0.01,-0.01
citPA2016 <= 14.79 AND cit2016 > 107115.50 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPA2016 > 26.75,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pub2018 > 7036.50 AND citPP2018 <= 4.25,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND intCol2017 > 78.45,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND fwCitImp2018 > 2.11,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 <= 38.70 AND pub2016 <= 6225.50 AND pubTJP2016 > 47.55,"['0.01', '0.00']",0.01,0.0,0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND pubPA2017 > 1.63,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND h5Index > 153.00,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND intCol2016 > 66.15 AND citPP2018 > 6.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND fwCitImp2018 <= 2.00 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND citPA2016 > 26.75,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPA2018 <= 5.33 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2017 <= 38.60 AND pub2016 <= 6769.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND pubPA2017 > 1.63,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 > 7940.00 AND fwCitImp2016 > 1.94 AND pubPA2017 <= 0.97,"['0.01', '0.01']",0.01,0.01,0.0
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND cit2018 > 27484.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND fwCitImp2018 <= 2.00 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND fwCitImp2018 > 2.11,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 <= 7543.00 AND intCol2016 > 66.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND citPA2017 <= 9.83 AND pubPA2017 <= 0.73,"['0.01', '0.00']",0.01,0.0,0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND pubTCP2018 > 27.70,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2018 > 67.70 AND citPA2017 > 18.97,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND cit2018 > 27484.00,"['0.00', '0.01']",0.0,0.01,-0.01
fwCitImp2017 <= 2.05 AND cit2016 > 107115.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND cit2016 <= 143080.00 AND pub2018 > 15073.00,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pubPA2018 > 0.99 AND citPA2017 <= 9.04,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2017 <= 10.76 AND authors2016 <= 7412.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2018 <= 35720.00 AND intCol2016 > 66.15 AND pubTJP2016 <= 38.70,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index <= 172.50 AND cit2016 > 107115.50 AND pubTJP2016 <= 29.15,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pubPA2017 > 0.97 AND citPA2017 <= 9.04,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 <= 7543.00 AND intCol2016 > 66.15 AND citPP2018 > 6.15,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND pubTJP2017 > 47.15 AND authors2016 <= 1631.50,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2017 > 68.15 AND pubPA2016 > 1.71,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND intCol2016 <= 37.45 AND citPP2016 <= 9.55,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubTJP2016 <= 38.70,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pub2018 > 7036.50 AND citPP2018 <= 4.25,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2018 > 67.70 AND pubPA2017 > 1.63,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 <= 107650.00 AND intCol2016 > 66.15 AND cit2016 > 78123.50,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
authors2016 <= 6535.50 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2017 > 68.15 AND citPP2017 > 12.45,"['0.00', '0.01']",0.0,0.01,-0.01
pubTJP2018 <= 38.70 AND pub2017 <= 6219.50 AND h5Index <= 25.00,"['0.01', '0.00']",0.01,0.0,0.01
cit2017 > 75794.50 AND citPP2018 <= 4.75 AND acaCol2016 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 <= 75794.50 AND intCol2016 > 66.15 AND pubTJP2016 <= 38.70,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND citPA2018 > 9.22,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 66.15 AND h5Index > 153.00,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 > 6722.50 AND citPP2017 > 10.15 AND intCol2016 <= 31.10,"['0.00', '0.01']",0.0,0.01,-0.01
h5Index > 172.50 AND pubPA2018 > 0.99 AND citPA2017 <= 9.04,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND citPA2018 <= 5.09 AND authors2016 <= 6946.50,"['0.00', '0.01']",0.0,0.01,-0.01
pub2018 <= 8184.50 AND intCol2016 > 66.15 AND cit2017 > 59145.50,"['0.00', '0.01']",0.0,0.01,-0.01
authors2017 <= 7050.50 AND intCol2017 > 68.15 AND cit2018 > 27484.00,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2016 <= 29.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2017 <= 30.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND acaCol2018 <= 2.20,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 <= 7543.00 AND intCol2016 > 79.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTCP2017 <= 13.90,"['0.00', '0.01']",0.0,0.01,-0.01
authors2018 <= 6722.50 AND intCol2016 > 79.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND citPP2017 <= 6.40,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2016 > 79.15,"['0.00', '0.01']",0.0,0.01,-0.01
pub2016 <= 7543.00 AND intCol2016 > 79.15,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
cit2016 > 107650.00 AND pubTCP2018 <= 12.85,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTJP2018 <= 28.10,"['0.00', '0.01']",0.0,0.01,-0.01
cit2017 > 75794.50 AND pubTCP2016 <= 13.65,"['0.00', '0.01']",0.0,0.01,-0.01
pub2017 <= 7940.00 AND intCol2018 > 67.70 AND pubTCP2017 > 26.60,"['0.01', '0.02']",0.01,0.02,-0.01
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
cit2018 > 35720.00 AND pubTCP2017 <= 21.50 AND pubTJP2016 > 43.20,"['0.00', '0.02']",0.0,0.02,-0.02
pub2016 > 7543.00 AND citPA2018 <= 4.62 AND citPP2017 <= 6.90,"['0.00', '0.02']",0.0,0.02,-0.02
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND pubTCP2017 > 26.60,"['0.01', '0.02']",0.01,0.02,-0.01
cit2017 > 75794.50 AND cit2018 <= 43571.50 AND pub2016 > 9651.50,"['0.00', '0.02']",0.0,0.02,-0.02
pubTCP2018 <= 19.45 AND h5Index <= 104.50 AND cit2016 <= 13246.50,"['0.02', '0.01']",0.02,0.01,0.01
citPA2017 <= 10.10 AND authors2016 <= 6632.00 AND pubTJP2016 > 49.40,"['0.02', '0.00']",0.02,0.0,0.02
cit2018 > 35720.00 AND citPA2017 <= 11.01 AND authors2016 <= 6963.50,"['0.00', '0.02']",0.0,0.02,-0.02
cit2018 > 35720.00 AND citPA2016 <= 17.89 AND pubTCP2016 > 26.35,"['0.00', '0.02']",0.0,0.02,-0.02
pubTJP2017 > 47.65 AND cit2018 <= 21686.00 AND cit2016 > 52441.50,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 > 7940.00 AND citPA2017 <= 9.68 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
cit2017 <= 75794.50 AND intCol2018 > 67.70 AND fwCitImp2018 > 2.04,"['0.00', '0.02']",0.0,0.02,-0.02
cit2018 <= 35720.00 AND intCol2018 > 67.70 AND pubTCP2016 > 25.75,"['0.01', '0.02']",0.01,0.02,-0.01
pub2016 > 7543.00 AND pubTCP2018 <= 20.45 AND pubTCP2018 > 20.20,"['0.00', '0.02']",0.0,0.02,-0.02
pub2017 <= 7940.00 AND pubPA2016 > 1.29 AND citPA2017 > 16.13,"['0.00', '0.02']",0.0,0.02,-0.02
pub2018 > 8184.50 AND pubTJP2017 <= 43.55 AND citPP2016 <= 10.30,"['0.00', '0.02']",0.0,0.02,-0.02
authors2016 <= 6535.50 AND citPA2017 <= 9.83 AND pubTJP2016 > 49.40,"['0.02', '0.00']",0.02,0.0,0.02
cit2016 > 107650.00 AND intCol2017 > 38.60 AND cit2016 <= 117378.00,"['0.02', '0.01']",0.02,0.01,0.01
pub2018 > 8184.50 AND citPA2017 <= 9.68 AND citPA2018 > 4.53,"['0.00', '0.02']",0.0,0.02,-0.02
cit2017 > 75794.50 AND cit2017 <= 89417.50 AND cit2016 > 135218.50,"['0.00', '0.02']",0.0,0.02,-0.02
