fields,supports,top100,top200,diff
citPP2017 > 10.15,"['0.40', '0.11']",0.4,0.11,0.29000000000000004
citPP2017 > 10.15,"['0.40', '0.11']",0.4,0.11,0.29000000000000004
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
fwCitImp2017 > 2.05,"['0.44', '0.13']",0.44,0.13,0.31
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
pub2018 > 8184.50,"['0.49', '0.06']",0.49,0.06,0.43
pub2017 > 7940.00,"['0.49', '0.06']",0.49,0.06,0.43
citPP2018 <= 4.05,"['0.24', '0.50']",0.24,0.5,-0.26
citPP2018 <= 4.05,"['0.24', '0.50']",0.24,0.5,-0.26
citPP2018 <= 4.05,"['0.24', '0.50']",0.24,0.5,-0.26
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pub2016 > 7543.00,"['0.51', '0.07']",0.51,0.07,0.44
pubTJP2018 <= 38.70,"['0.18', '0.51']",0.18,0.51,-0.33
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
cit2017 > 75794.50,"['0.51', '0.05']",0.51,0.05,0.46
